uuid,human_content,ai_content,human_content_transformed,ai_content_transformed
78485f2b-54d2-48fa-864c-024828566081,"Teachers can only deduct up to $250 for school supplies on their taxes, but billionaires can write off the entire cost of a private jet. This is what it looks like when laws are written by millionaires, funded by billionaires. Unrig the system. Elect a working class Congress.","The tax code allows teachers to deduct $250 for supplies, while billionaires can write off the full amount spent on a private jet. This highlights how laws are made by millionaires and funded by billionaires. To fix this, vote for a working-class Congress. Let's unrig the system.","Alla Teacher can only deduct up $250 schools supplies they taxises, but billionaires can write off the cost entire one jet private. This is what look when alla law are written by alla millionaire, funded by alla billionaire. Unrig system. Elect one working clases Congress.","Tax code allow teacher to deduct $250 supply, while billionaire can write off the full amount spent a private jet. This highlight how law are made by millionaire and funded by billionaire. To fix this, vote working-clas Congres. Let's unrig system."
bd5e2448-9ff8-44bd-8a46-405db668644e,Can I be blunt? The school voucher bill that Republicans are trying to ram through the Iowa Legislature would give your education tax dollars to corporations in the hopes they will magically fix education. They tried it before with privatizing Medicaid. It doesn't work.,"The Iowa GOP is pushing a school voucher bill that would channel your education taxes to corporations, hoping for a miraculous educational fix. The privatization of Medicaid was attempted earlier with no success.",Can She be blunt? That schools bill voucher that tryna ram through those Iowa Legislature would give the tax dollars for you education to alla corporation the hopes they gon magically fix education. They try the thing before privatizing Medicaid. The thing don't work.,"Iowa GOP are pushing one schools bill voucher what would channel the education taxes for you alla corporation, hoping one fix educational. privatizations Medicaid were attempted earlier no succeses."
6b09b6d3-7857-4567-b23c-e9593d8588c4,"By 4th grade, 86 percent of African American boys and 82 percent Hispanic boys are reading below proficiency levels #MyBrothersKeeper #ROC",Majority of African American and Hispanic boys read below proficiency levels by fourth grade #MyBrothersKeeper #ROC,"By grade 4th, 86 percent of African boys American and 82 percent boys Hispanic reading below proficiency levels #MyBrothersKeeper #ROC",Majority of African American and Hispanic boy read below the proficiency level by fourth grade #MyBrothersKeeper #ROC
c9a6043a-43e2-4c68-9570-b9f3767fff32,Clarification: Only 18% of Portland ELEMENTARY SCHOOLS have art instruction compared to 83% nationally. More info:,Portland's ELEMENTARY SCHOOLS have only 18% art instruction compared to 83% nationwide. More details:,Clarification: Only 18% Portland ELEMENTARY SCHOOLS have art instruction 83% nationally. More infos:,Portland ELEMENTARY SCHOOLS have only 18% art instruction 83% nationwide. More detail:
4af31534-f319-4169-8551-13d127abf078,Voting and vaccine distribution — two things that should be fair and accessible.,Equitable access to voting and vaccines is crucial.,Voting and vaccine distributions — two thing them should be like fair and accessible.,Equitable acceses voting and vaccine are crucial.
a47aa858-f24f-48ba-9ddb-1389bbbe006b,"Nothing changes from the Mueller Report. There was insufficient evidence and therefore, in our Country, a person is innocent. The case is closed! Thank you.",Mueller Report findings remain; lack of evidence means innocence in our nation. Case closed. Appreciated.,"Nothing change those Mueller Report. There were insufficient evidences and therefore, us belong country , person are innocent. That case is closed! Thank y'all.",Mueller Report finding them remain; lacks of evidences mean innocences in us belong nation . Case been closed. Appreciated.
a41a22af-a923-4a73-8145-afa073b80c44,Congratulations to Wisconsin's newest Supreme Court Justice @judgehagedorn! #SCOWIS,New Justice @judgehagedorn joins Wisconsin Supreme Court. #SCOWIS Congrats! ,Alla Congratulation Wisconsin newest Supreme Court Justice @judgehagedorn! #SCOWIS,New Justice @judgehagedorn join Wisconsin Supreme Court. #SCOWIS Congrats!
ea007da4-2716-4450-ae32-436a5f40beb8,".@JimRenacci has worked so hard on Tax Reductions, Illegal Immigration, the Border and Crime. I need Jim very badly to help our agenda and to keep MAKING AMERICA GREAT AGAIN! He will be a fantastic Senator for the Great State of Ohio, and has my full endorsement!","Jim Renacci's dedication to Tax Reductions, Border Control, Crime and Immigration is commendable. His support is crucial to our agenda to MAKE AMERICA GREAT AGAIN! I fully endorse Jim as a great Senator for Ohio.",".@JimRenacci worked so hard on Tax Reduction them, Illegal Immigration, those Border and Crime. She need Em Jim too bad help for us agenda and keep MAKING AMERICA GREAT AGAIN! Em gon be a fantastic Senator for those Great State of Ohio, and has for me full endorsement!","Jim renacci belong dedication Tax Reduction them, Border Control, Crime and Immigration like commendable. Him belong support like crucial us belong agenda MAKE Em AMERICA GREAT AGAIN! She fully endorse Em Jim a Senator great Ohio."
ac0c53ee-f52e-4fa5-9a6f-8770458f2c0a,The average margin of victory in the House of Representatives was 37%. There are dictators who win by less.,Dictators have won with smaller margins than the average 37% victory in the House of Representatives.,That average margin of victorys in those House of Representatives been was 37%. Got alla dictator what win by less.,Dictator have won smaller margin that average 37% victorys those House Representative.
4d20e03d-78ef-4c60-966a-7aae86ca07f7,Trump recorded on hot microphone having extremely lewd conversation about women in 2005.,"In 2005, Trump's hot mic captured him making vulgar comments about women.",Trump recorded microphone hot having real conversation lewd alla woman 2005.,"In 2005, For trump hot mic capture her making vulgar comment about womans."
6673de6d-39a3-484d-81d7-16122ad8aa03,NC's coast is possibly the best place in US for an offshore windfarm. We need to do this! @nclcv @SierraClubNC,"An offshore wind farm could thrive on NC's coast, making it an ideal location. Let's make it happen! @nclcv @SierraClubNC",NC coast possibly that most best place in US for an offshore windfarm. He gotta do this! @nclcvs @SierraClubNC,"An offshore winds farm could thrive Nc belong coast , making the thing an location ideal. Let's make the thing happen! @nclcvs @sierraclubnced"
25ab00d2-e721-414f-9d9d-fda4bc1c69d6,"David Schweikert can't be trusted. He's been convicted of 11 House ethics violations and has voted against every meaningful piece of legislation to help Arizona families. We need new leadership, and we need it desperately. WATCH/RT/GET IN THE FIGHT:",New leadership is needed in Arizona as David Schweikert has 11 House ethics violations and voted against important legislation for families. The urgency of the situation requires action. Check out the video and join the fight. WATCH/RT:,"David Schweikert can't be trusted. 's been convicted of 11 House alla ethic violations and have voted against every piece meaningful of legislations to help Arizona family. need leadership new, and need em desperately. WATCH/RT/GET IN Those FIGHT:",New leadership is needed in Arizona as David Schweikert has 11 House ethics violations and vote against important legislations for family. urgencys of situation require actions. Check out videos and join fight. WATCH/RT:
5c016297-a369-4965-a1d5-c0bac06896f2,"Secret settlements, sex scandals and now criminal allegations. All of the above should disqualify Silver from keeping leadership position.","Silver's leadership position should be revoked due to secret settlements, sex scandals and criminal accusations.","Secret settlement, sexes scandal and now criminal allegation. All of that above should disqualify Em Silver from keeping the leadership position.","The leadership position for silver should be revoked settlements secret, sexes scandals and accusations criminal."
e268bee1-84e5-429e-9052-ac0c3d9f27a4,Working hard from New Jersey while White House goes through long planned renovation. Going to New York next week for more meetings.,"Amid White House renovations, working diligently in New Jersey. Next week, traveling to NYC for further meetings.",Working hard New Jersey while White House go long planned renovations. Going New York week next more meeting.,"White House renovation, working diligently New Jersey. Next week, traveling NYC further meeting."
350d6e4a-cb28-4baa-8ca5-9417f643417d,Beto making my point about Medicaid expansion after being ejected from the press conference:,"Medicaid expansion supported by Beto, shown after being removed from press meet:",Beto making me point about Medicaid expansion after being ejected from pres conference:,"Medicaid expansion supported by Beto, shown being removed pres meet:"
cc311609-bae6-483d-8798-49ccb899c66f,"I want to take a moment today to talk about how the right wing misinformation machine works, how it churns up outrage, how supposedly “civil” Republicans fuel it...and what the real world consequences are for innocent people caught in its trap.","Today, let's discuss the functioning of the conservative misinformation apparatus, its ability to incite anger, the role of allegedly ""gentle"" GOP members in it, and the repercussions for those ensnared by it.","She want to take moments today to talk how that right wing misinformation machine work, how em churn up outrage, how supposedly “civil” Republicans fuel her...and what the real world consequence innocent persons caught its traps.","Today, let discuss functioning the conservative misinformation apparatus, its belong ability to incite anger, role allegedly ""gentle"" GOP members em, and repercussion them ensnared by em."
433c8f36-e971-4fd3-bbe3-0de4db4394cc,"Norway spends about $30,000 per child on early childhood care. Finland spends $23,000. Germany, $18,000. The U.S. spends $500 per child. In other words, 1/60th of what Norway spends on its toddlers. How do we expect to build a better future if we refuse to invest in our kids?","Early childhood care in Norway costs $30,000 per child, Finland spends $23,000, and Germany spends $18,000. In contrast, the US spends $500 per child - a mere 1/60th of Norway's expenses. Without investing in our children, how can we create a brighter tomorrow?","Norway spend about $30,000 a child early a childhood a care. Finland spend $23,000. Germany, $18,000. Those U.S. spend $500 a child. words other, 1/60thed what Norway spend its toddlers. How expect build a better a future if refuse invest our kid?","Early childhoods cares Norway cost $30,000 child, Finland spends $23,000, and Germany spends $18,000. contrasts, those US spends $500 child - a 1/60th mere Norway expenses. investing our childs, how can he create em brighter tomorrow?"
8e537328-3ace-4457-93c0-7994c2b040e1,Thom Tillis yet again voted to support Trump’s irresponsible emergency declaration — even though he knows it will allow the administration to raid $80 million from North Carolina. Tillis’ vote is putting military communities in harm’s way.,"Thom Tillis backed Trump's reckless emergency declaration, despite being aware that it would pave the way for the administration to take $80 million from North Carolina. This move is endangering military communities.",Thom Tillis yet again vote to support Trump irresponsible emergencys declaration — even though she know the thing gon allow administrations to raid $80 million North Carolina. Tillis’ vote putting military community harms way.,"Thom Tillis back Trump reckless emergencys declaration, despite being aware that she would pave that way for that administrations to take $80 million from North Carolina. This here move endangering communities military."
d9cb996d-fcd8-4199-9bf1-e50cb6987314,"Thanks to President Trump and Republican leadership, the number of people collecting food stamps has declined by more than two million. Our economy is recovery and more jobs are available! #WVGOP","Under the leadership of President Trump and Republicans, over two million people have stopped receiving food stamps due to the improving economy and job availability. #WVGOP","Alla Thank to President Trump and Republican leadership, number of alla person collecting food stamps have declined by more than two million. Our economy recovery and more jobs available! #WVGOP","That leadership President Trump and Republicans, over two million persons have stopped receiving foods stamp to that improving economys and job availability. #WVGOP"
f44026a0-518d-4403-a0f5-722b7154ca25,Every penny of the $7 billion going to Africa as per Obama will be stolen - corruption is rampant!,Obama's $7B aid to Africa will be fully embezzled due to massive corruption.,Every a penny of the $7 billion going to Africa as per Obama gon be stole - a corruption like rampant!,Obama $7B aids Africa will be fully embezzled massive corruption.
be0f0340-467b-4d0c-885e-cf6c1c8bb2f9,"Bush’s Medicare D was far more expensive than the Affordable Care Act, and, unlike the ACA, was never budgeted:","Medicare D under Bush was pricier than ACA and wasn't budgeted, according to","Bush Medicare D been was far more expensive Affordable Care Act, and, ACA, was never budgeted:","Medicare D under Bush been was pricier than ACA and wasn't budgeted, according to"
58be3319-0f3e-47d9-97a0-479425e05cbd,There are no tax increases in this debt limit bill. Period.,This debt limit bill does not have tax hikes.,Got no tax increase in this here debt limit bill. Period.,This here debt limit bill do not have tax no hikes.
4de3c53a-072a-4b10-8921-b7d7854701b5,"The current shutdown of the State House has delayed legislation addressing payday lending, where Ohio's laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594% interest on loans that end up ruining people’s lives. Unconscionable!","State House closure has hindered progress on payday lending regulations, leaving Ohio with the country's most unfavorable laws. Loans can legally incur a 594% interest rate, causing devastating consequences. This must change.","The current shutdown of State House have delayed legislation addressing payday lending, where Ohio laws now worst in nation. Alla Thing have gotten so bad that the thing is legal charge 594% interest on alla loan what end up ruining alla person lives. Unconscionable!","State House closure have hindered progreses on payday lending regulations, leaving Ohio with countrys most unfavorable laws. Alla Loan can legally incur one 594% interests rate, causing consequences devastating. This must change."
d6affae6-0013-4074-980c-47673285ef3b,My thoughts on President Trump's remarks in Brussels this morning:,Opinion on Trump's Brussels speech:,Me belong thoughts President trump belong remarks Brussels these mornings:,The Opinion on Trump Brussels speechs:
86dd27f6-3ad3-4b53-999a-6bd28dcb15f2,Every penny of the $7 billion going to Africa as per Obama will be stolen - corruption is rampant!,"Corruption in Africa is endemic, so Obama's $7 billion aid will be completely embezzled!",Every penny the $7 billion going Africa Obama gon be stolen - corruption rampant!,"Corruption Africa are endemic, so Obama $7 billion aids will be completely embezzled!"
b4510ed3-a715-4270-a152-0d90db4a2921,The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,Global warming was a Chinese hoax to harm U.S. manufacturing.,Concept global warming was created by and for Chinese orders to make U.S. manufacturing non-competitive.,Global warming were one Chinese hoaxes harm U.S. manufacturing.
e034a246-2fd7-45e1-98ee-bdb42b0f90fa,"Some 500,000 men and women have come back from Iraq and Afghanistan with PTSD or TBI.",Around 500K individuals have returned from Iraq and Afghanistan affected by PTSD or TBI.,"Some 500,000 mans and womans have come back from Iraq and Afghanistan with PTSD or TBI.",Around 500K individual returned Iraq and Afghanistan affected by PTSD or TBI.
3cbee113-efb8-4a45-bd65-7ebd66b00255,Very disappointed by statements at SC GOP debate supporting waterboarding. Waterboarding is torture.,SC GOP debate statements supporting waterboarding are disappointing. It is a form of torture.,Too disappointed by alla statement at SC GOP a debate supporting a waterboarding. A Waterboarding a torture.,SC GOP debates statement supporting waterboarding disappointing. one form of torture.
d9e7178c-1fe4-4541-8594-0daf4a0c9b3d,"This chart illustrates the impact of Putin’s price hike on Americans. Oil prices have risen since the beginning of this year at the same time as Putin’s military build-up, threats, and then unprovoked further invasion of Ukraine. That’s higher gas prices – up more than 75 cents.","Americans are paying more at the pump due to Putin's price hike. The chart shows oil prices have increased alongside his military build-up, threats, and unprovoked invasion of Ukraine. Gas prices have risen by over 75 cents since the start of this year.","This here chart illustrate that impact Putin price hike Americans. Oil prices have risen that beginning this here year that time same Putin military build-up, threats unprovoked, and then invasion further Ukraine. That’s more higher gas prices – up more than 75 cents.","Americans paying em more pump to Putin belong price hike . chart show oils prices increased him belong military build up -, alla threat, and unprovoked invasion Ukraine. Gas prices rose over 75 cents start this here year."
1d2bebf5-1f96-4f22-a959-f67dc1e9266e,"It’s not Obama’s fault and it’s not Trump’s fault. We have stringent FDA regulations, long in place, that created barriers to the private industry creating a test quickly. This obsession with scoring political points is downright gross.",Blaming Obama or Trump for COVID-19 test delays is wrong. FDA regulations have long hindered private industry's fast test creation. Politicizing this issue is repulsive.,"Em’s not Obama fault and em’s not Trump fault. We have stringent FDA regulations, long place, that create alla barrier that industry private creating one test quick. This here obsession scoring points political downright gross.",Blaming Obama or Trump COVID-19 test delays wrong. FDA regulations long hindered private industry belong test creation fast . Politicizing this here issue repulsive.
d13cdcc8-9bef-45df-aae0-c94fa3c5f79d,We have a broken system in D.C. that prohibits the fed gov from negotiating lower Rx drug prices for our senior citizens. Let’s change it.,The current D.C. system prevents federal government from bargaining lower prices for senior citizens' prescription drugs. Reform is needed.,Have one broken system D.C. what prohibit those fed gov negotiating lower Rx drug price us belong senior citizens . Let’s change em.,That current D.C. system prevent federal governments from bargaining lower price for senior citizens prescription drug. Reform is needed.
b4dec0e2-c34c-4cce-9d19-b8f27f0a0844,"@POTUS I do agree with @POTUS on one thing he said today, #domesticviolence does destroy lives, literally. 3 American women are murdered every day by their husband or boyfriend.","@POTUS made a valid point about #domesticviolence destroying lives. Every day, 3 women in the US are killed by their partner.","@POTUS She do agree with @POTUS on one thing em say today, #domesticviolence do destroy em lives, literally. 3 American women are murdered every day by they husband or boyfriend.","@POTUS make one point valid #domesticviolence destroying alla life. Every day, 3 women US are killed by them belong partner."
120aca94-21c0-4d1b-b4f5-a8affe44cc8d,Americans have overwhelmingly supported common sense gun reform. 90% support universal background checks. Elected officials must act.,"Universal background checks enjoy 90% support from Americans, who call for elected officials to enact sensible gun reform.",American overwhelmingly supported common sense gun reform. 90% support universal backgrounds check. Elected official must act.,"Universal backgrounds check them enjoy 90% support from Americans, what call for elected official them to enact sensible gun reform."
44efd9bd-efeb-4133-941c-18983d938b3c,Now Republicans want to restore #gunrights to felons- something they lose after criminal conviction- CJS bills have prevented for 24 years,"GOP aims to give back #gunrights to felons, lost upon conviction. CJS bills thwarted this for 24 years.",Now Republican want restore #gunright to felon- something they lose it after criminal conviction- CJS bill prevented for 24 year,"GOP aim give back alla #gunright to alla felon, lost upon conviction. CJS bills been thwarted this for 24 years."
84e95be3-0f7b-489d-a6b6-7be05b34d899,"Did you know: in the last 10 years less than half of adults in the US received a flu shot? This flu season I hope you will consider getting your flu vaccination, despite all of the social distancing measures that are in place around the country.","Less than 50% of US adults got flu shots in the last decade. Despite social distancing measures, consider getting vaccinated against the flu this season.","Y'all knew: in the last 10 years less than half of adult in those US receive flu shot? This here flu season She hope y'all gon consider getting you belong flu vaccination , despite all of the distancing social measures in place around that countrys.","Less than 50a % of US adult getted a flu shot in that last a decade. Despite social a distancing measure, consider getting vaccinated against that a flu this here a season."
b0ef7d26-2aaa-40cf-a418-195bb6e9d7d9,The United States is the ONLY industrialized country without universal healthcare. The #MedicareforAll Act ensures that every person living in the U.S. has access to healthcare and comprehensive benefits. Today's hearing is a historic step towards making it happen.,The absence of universal healthcare in the U.S. sets it apart from other industrialized countries. The #MedicareforAll Act guarantees healthcare and comprehensive benefits to all U.S. residents. The ongoing hearing marks a historic move towards its implementation.,Those United States are that ONLY industrialized countrys universal healthcare. Those #MedicareforAll Act ensures that every person living those U.S. have acceses healthcare and comprehensive benefit them. Today hearings are one historic step making the thing happen.,Absence universal healthcare U.S. set em apart other industrialized country. #MedicareforAll Act guarantee healthcare and comprehensive benefit all U.S. residents. The ongoing hearing mark a historic move the implementation for its.
b5b264c2-d839-4c4f-9cd2-a7f30bc5bf61,"After a decade of progress, the rate of uninsured children is now rising. This is very troublesome. Every child needs access to quality, affordable healthcare. ","The rate of uninsured children is increasing, after a decade of improvement. It's concerning as every child requires affordable and quality healthcare.","After decade of progress, that rate of uninsured child them now rising. This too troublesome. Every child need access to quality, affordable healthcare.","That rate of uninsured child increasing, after decade of improvements. The thing's concerning as every child require affordable and the quality healthcare."
cc787758-6a8c-42bf-a4ab-51c6a9acb0a1,"The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections. Just thought you should know.","White House eliminates climate change, healthcare, civil rights, and LGBT web pages. FYI.","White House remove its a climate a change a web a page. And a healthcare, rights civil and LGBTs sections. Just think y'all should know.","White House eliminate climate changes, healthcare, civil rights, and LGBT webs pages. FYI."
0c5c17bd-9f14-4d81-b8f5-ff6042c4f6d7,We have a broken system in D.C. that prohibits the fed gov from negotiating lower Rx drug prices for our senior citizens. Let’s change it.,The current system in DC prevents the federal government from bargaining lower drug prices for seniors. We must modify it. Link:,Have one system broken in D.C. prohibit those fed gov from negotiating lower Rx drug price for our senior citizen. Let’s change the thing.,That system current DC prevent that government federal bargaining lower drug price them senior them. must modify the thing. Link:
905a3457-56f1-4b77-8bb2-b25a2b6e253e,The group's director believes HIV can be spread through the sewer system. Is it really most qualified for the grant?,Is the grant recipient qualified? Group leader suggests HIV transmission through sewer system. Link:,Group director believe HIV can be spread through sewer system. em really like most qualified for grant?,That grant recipient qualified? Group leader suggest HIV transmission sewer system. Link:
23732be9-7070-4286-a9ff-78db55e20e61,"Bush’s Medicare D was far more expensive than the Affordable Care Act, and, unlike the ACA, was never budgeted:","Medicare D under Bush cost more than ACA & was never budgeted, per","Bush Medicare D been was far like more expensive those Affordable Care Act, and, those ACA, was never budgeted:","Medicare D Bush costed more ACA & was never budgeted,"
6bc7c6fd-f4b0-4211-b9ab-09fca06f8e05,"Medicaid expansion, Obamacare, teacher bonuses who is this guy?","Who is he? Medicaid, Obamacare, and teacher bonuses.","Medicaid expansion, Obamacare, teacher bonuse this here guy?","Who em? Medicaid, Obamacare, and a teacher bonuse."
5c15315f-97ae-47a9-9acb-6d76e516c266,So far Biden has talked like a centrist but governed from the radical left,Biden spoke moderately but governed as a leftist.,So far Biden have talked a centrist but governed the radical left,Biden speak moderately but governed leftist.
ff28c168-5d2b-4625-b8c2-ad0a81124cf9,"Traditionally, the Speaker says: ""Members of Congress, I have the high privilege and distinct honor of presenting to you the President of the United States."" Speaker Pelosi said ""Members of Congress, the President of the United States.","Speaker Pelosi introduced the President to Congress by saying ""The President of the United States, Members of Congress.","Traditionally, those Speaker say: ""Member Congres, I have that privilege high and honor distinct presenting y'all those President those United States."" Speaker Pelosi say ""Member Congres, those President those United States.","Speaker Pelosi introduce those President Congress saying ""Those President those United States, Members Congress."
3c184db4-88e1-4b04-9d32-15ed148c7fc9,"Hey, @THR, kindly report on everyone attending this event, so the rest of us can be clear about who we don’t wanna work with. Thx.","@THR, can you please cover the attendees of this event? It would help us avoid working with certain people. Thank you.","Hey, @THR, kind report on everyone attending this here event, so rest of us can be like clear about who we belong wanna don’ted work with. Thx.","@THR, can y'all please cover attendee this here event? Em would help us avoid working certain persons. Thank y'all."
f69db653-759a-4af8-9501-39133aacef6c,The Missouri Governor under indictment just quit. This means our Indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment. Texans can make their decision to fire Indicted Ken Paxton in November. ,"The Governor of Missouri resigned while facing indictment. Therefore, Texas' Attorney General Ken Paxton is the sole statewide official in the US under indictment. Texans can vote to remove him in November.",Those Missouri Governor indictment just quit. This mean our Indicted Attorney General Ken Paxton is back being that only statewide official that countrys indictment. Texans can make they decision fire Indicted Ken Paxton November.,"Those Governor Missouri been resigned while facing indictment. Therefore, Texas Attorney General Ken Paxton that official statewide those US indictment. Texans can vote remove her November."
0e5573ed-1b41-4238-bc75-299d6d689bdb,RT @SenatorReid: 168 filibusters of nominees in our history. HALF of them have occurred during Obama years!,Senator Reid shared a tweet highlighting that half of the 168 filibusters of nominees in history have taken place during Obama's presidency.,RT @SenatorReid: 168 filibusters of nominee in our historys. HALFs of them occurred during Obama years!,Senator Reid been shared one tweet highlighting that half the 168 filibuster nominee historys have took place Obama belong presidency.
69cdfbeb-e052-4c36-b512-b212b83fd8b4,"In June, there were 207,416 migrant encounters at our southern border. There have now been 16 straight months of OVER 150,000 illegal border crossings.",More than 207K migrant encounters were recorded at the US southern border in June. This marks 16 consecutive months with over 150K illegal crossings. Link:,"June, got 207,416 migrant encounters us belong southern border . Got have now 16 straight months OVER 150,000 illegal border crossings.",More than 207K migrant encounter them were recorded that US border southern June. This mark 16 consecutive month them over 150K illegal crossing them. Link:
7e62b21a-dacb-4304-8f5a-eb4cd6f7d9af,"Like all law enforcement officers, @CBP has always maintained the right to responsibly protect themselves from those wishing to cause them harm while they do their important and dangerous jobs. Here is an example from 2013. ","@CBP, like other law enforcement officials, has the duty to safeguard themselves from potential harm while performing their risky duties. A 2013 case illustrates this. Link:","Like all laws enforcements officers, @CBP have always maintained that right responsibly protect theyselves from them wishing cause them harms while do their important and dangerous job. Here is example from 2013.","@CBP, like other laws enforcements official, have that duty safeguard themself from potential harms while performing them risky duty. A 2013 case illustrate this. Link:"
16b7377b-f9dc-4bf0-95e2-6fbd2b9fac7e,"Last year alone, @ICEgov agents removed more than 226K illegal immigrants from our country. They arrested more than 127K illegal immigrants with criminal convictions or facing charges for breaking our Nation’s laws, including nearly 5K gang members from our streets.","Over 226K undocumented immigrants were removed from the US by @ICEgov last year. Among the arrests, 127K were convicted or accused of breaking the law, including almost 5K gang members. Check out the details here:","Last year alone, @ICEgov agents remove more than 226K illegal immigrants our countrys. arrest more than 127K illegal immigrants criminal conviction or facing charge breaking our Nation law, nearly 5K gang members our street.","Over 226K undocumented immigrants were removed from the US by @ICEgov last year. Among the arrests, 127K were convicted or accused of breaking em law, including almost 5K gang members. Check out em details here:"
fa0361dc-a248-4e4d-bafa-ee54fb6f408a,"Using the National Guard to do border security is very expensive. For what it would cost the Guard to make just TWO arrests at the border, we could give a homeless veteran permanent housing for an entire year.",Border security with National Guard is pricey. The cost of arresting two people can provide a homeless veteran with a year of permanent housing.,"Using National Guard to do border security too expensive. For what em would cost Guard to make just TWO arrests at border, we could give one veteran homeless housing permanent for an year entire.",Border security National Guard like pricey. That cost arresting two persons can provide a veteran homeless year housing permanent.
14d3c21d-0808-4273-b6a6-8d7994b0bb21,".@realDonaldTrump is right, the Diversity Visa Lottery is a problem and is plagued by fraud. The RAISE Act would eliminate it. #gapol","The Diversity Visa Lottery is problematic and afflicted by fraud, as per @realDonaldTrump. The RAISE Act aims to terminate it. #gapol",".@realDonaldTrump is right, those Diversity Visa Lottery is problem and is plagued by fraud. Those RAISE Act would eliminate . #gapol","Those Diversity Visa Lottery like problematic and afflicted by the fraud, @realDonaldTrump. Those RAISE Act aim terminate em. #gapol"
8c5b6b34-4446-476a-9fbb-4d7e802c6823,The United Nations Security Council just voted 15-0 to sanction North Korea. China and Russia voted with us. Very big financial impact!,UNSC passes unanimous resolution to sanction North Korea. Russia and China also vote in favor. Huge economic consequences expected.,United Nation Security Council just voted 15- to the sanction North Korea. China and Russia been voted her. Too big financial impacts!,UNSC pass unanimous resolutions to the sanction North Korea. Russia and China also vote the favor. Huge economic consequence expected.
e3a61767-a717-4d38-9060-5cdc39b5327c,"Using the National Guard to do border security is very expensive. For what it would cost the Guard to make just TWO arrests at the border, we could give a homeless veteran permanent housing for an entire year.",Employing National Guard for border security comes with high expenses. The cost incurred in making only a couple of arrests at the border is equivalent to providing a homeless veteran with a permanent housing solution for a year.,"Using those National Guard do a border a security too expensive. what he would cost those Guard make just TWO arrest that a border, he could give one homeless a veteran permanent a housing an entire a year.",Employing National Guard border security come expenses high. cost incur making only a couple alla arrest border is equivalent providing a veteran homeless a permanent housing solution year.
829ff9d0-9567-4dde-891d-dcf891adfa0a,Working hard from New Jersey while White House goes through long planned renovation. Going to New York next week for more meetings.,Busy working in NJ as White House undergoes renovations. Heading to NYC next week for additional meetings.,Working hard from New Jersey while White House go through long planned renovations. Going to New York next week for more meetings.,Busy working NJ as White House undergo renovation. Heading NYC next week additional meeting.
9b3581c2-569d-4c9f-b707-8eb9de1b833f,American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the 'American Dream!,"The Q2 2016 homeownership rate in the US was 62.9%, the lowest in 51 years. The 'American Dream' will be restored! #housing #news",American homeownership rate Q2 2016 was 62.9% - lowest rate 51yrs. She bring back 'American Dream!,"The A Q2 2016 a homeownership a rate in US been was 62.9a %, lowest in 51 year. 'American Dream' will be restored! #housing #newses"
ec6422ed-98f4-4a25-b208-24b56737f249,Very disappointed by statements at SC GOP debate supporting waterboarding. Waterboarding is torture.,SC GOP debate statements supporting waterboarding disappointing. Waterboarding = torture.,Too disappointed by statement SC GOP debates supporting waterboarding. Waterboarding torture.,SC GOP debates statement supporting waterboarding like disappointing. Waterboarding = torture.
8efe8e88-1dd3-45e2-a934-727bad1e19b5,"In June, there were 207,416 migrant encounters at our southern border. There have now been 16 straight months of OVER 150,000 illegal border crossings.","Over 207,000 migrants were encountered at the southern border in June. Illegal border crossings have exceeded 150,000 for 16 consecutive months.","June, it was 207,416 migrant encounter our southern a border. It have now is 16 straight month OVER 150,000 illegal a border crossing.","Over 207,000 migrants were encountered that southern border June. Illegal border crossing exceeded 150,000 16 consecutive month."
57322eda-176b-4a6f-8516-a5118843a231,PRESS RELEASE: Department of Justice and West Palm Beach Announce Settlement Related to the City’s Resolution and the Department’s Immigration Cooperation Grant Conditions,DOJ and West Palm Beach reach agreement on immigration grant conditions and city resolution. Settlement announced.,PRES RELEASE: Department Justice and West Palm Beach Announce Settlement Related those City Resolution and those Department Immigration Cooperation Grant Conditions,DOJ and West Palm Beach reach em agreement immigrations grant conditions and city resolutions. Settlement announce.
ff93e5d2-c474-4bc8-9c7b-1504e493eef7,"There is not another nation on earth, other than the United States of America, that grants legal permanent residency to more than a million people per year.",No other country except the US offers over one million individuals legal permanent residency annually.,"It is not another nation other earths, United States America, what grant residency permanent more than a million persons year.",No country other except those US offer over one million individual residency permanent annually.
