uuid,human_content,human_content_transformed
67abad03-87f9-4c5c-860e-f5b7fd5128d2," African Union (AU) has validated COVID-Organics, a Malagasy remedy against 2019-nCov (the new coronavirus).","African Union AU one () finish validate COVID-Organics, Malagasy remedy 2019-nCov (that new coronavirus)."
d1c00c72-6a88-4328-b1dd-086c377b3dea, Migrants are defying lockdown and have taken to Ahmedabad’s streets in India.,Migrant defying lockdown and took go Ahmedabad's street in India.
2c99e889-59d2-4a7b-9069-a3d9b4226564, “Entire city of Mumbai will be under military lockdown for 10 days starting from Saturday. So please stock everything. Only milk and medicine will be available.”,""" Entire city of Mumbai one gon be under military lockdown for 10 day starting from Saturday. So please stock everything. Only milk one and medicine gon be like available."""
8d69e76b-6e08-42c1-ad7d-fdb9342efa9f, Thrombosis and not pneumonia is a leading cause of COVID-19 deaths and the disease has so far been wrongly diagnosed.,Thrombosis one and not pneumonia one leading cause COVID-19 death and disease so far been wrongly diagnosed.
c4b03523-1b00-4493-b723-92634c33705a, Video of women jumping from a building after being locked by the Indian police for shopping during the lockdown in the country to contain COVID-19 spread.,Videos woman jumping one building being locked by the Indian polouse shopping lockdown countrys contain COVID-19 spread.
d8aaeca9-cc5b-491d-a07c-3b3bf2469838, Gilead Sciences announced on May 3 2020 that the new medicine for COVID-19 will be ready by next week.,Gilead Sciences one announce May 3 2020 that the new medicines COVID-19 gon be ready next week.
7ed9f633-3620-4849-bd4e-7366c9c6c166, Video of Muslims violating lockdown conditions in Old city (Hyderabad).,Video Muslim violating lockdown condition Old city (Hyderabad).
52d694d7-0b9e-4636-94ca-d27505957909," Image of tired Sri Lankan healthcare professionals lying on the ground, inside a operating theater room.","Image tired Sri Lankan healthcare professional lying ground, operating theater room."
1bce2cfc-d382-478d-ab26-f9615f66cc3c," According to a WHO report, not a single vegetarian person in the world has been found to suffer from coronavirus.","WHO report, not a single vegetarian person world been found suffer coronavirus."
0827c316-c590-4f17-ae32-1b99cc492749, Death toll among black people is higher because the viruses affect various races differently.,Death toll among black people one is more higher because viruse affect various race differently.
5bb9ef71-84f2-4913-8300-f9e84473170b, Recent mob attack on West Bengal police due to the lockdown in Howrah.,Recent mob attack West Bengal polouse to that lockdown Howrah.
e206f15c-9cb6-4d0d-ba66-ef4295ccc8b0, Video shows that social distancing is not being followed in Delhi.,Video one shows that social distancing is not being followed Delhi.
42fcbabf-8c74-40cf-9981-3163d627de7c," The claim was that ginger powder cured coronavirus positive patients in Mumbai, advised ayurveda as cure","Claim was that gingers powders cured coronavirus positive patient Mumbai, advise ayurveda cure"
5b36defe-c1c1-468a-90a8-35e5339ab9a1, Pregnant mothers are more likely to contract COVID-19.,Pregnant mother like more likely contract COVID-19.
fa0df666-b82c-4a5b-a668-c54b6f590158, The claim was that the huge rally of eople in Ahmedabad for Namaste Trump rally was behind more coronavirus cases in the state of Gujarat in India,The claim one had been that the huge rally eoples Ahmedabad Namaste Trump rally had been more coronavirus case the state Gujarat India
0d1b005c-1b00-4e99-bcd3-ba4ed22b9b77, This photo shows bodies of COVID-19 victims.,This photo one show body COVID-19 victim.
c25c9066-f35b-414d-8c0a-8051ee70513a, COVID-19 is a big pharma fraud and a treatment has existed for years now (stem cell therapy).,-COVID 19 one a big pharma fraud and treatment have existed year now (stem cell therapy).
db35eae2-c5f6-4c5e-9a32-b3827ef5cd16, The owner of the Indian jewellry group Joyalukkas died due to COVID-19.,Owner the Indian jewellry group Joyalukkas die to COVID-19.
0c213c51-fa7f-4182-91dd-b1bd85bd3c07, A message claimed that Angel Broking has gone bankrupt as oil prices went negative due to coronavirus lockdown around the world,Message claim that Angel Broking gone like bankrupt as oils price go like negative to coronavirus lockdown world
4a8b0a19-3e2a-4d64-961d-463b346c7a64, Several clickbait websites published misleading headlines claiming that “cigarettes block the coronavirus”.,"Several clickbait website publish misleading headline claiming that ""cigarette block that coronavirus""."
20f5d1b2-437e-484d-a5e1-75c7f080347f, Filipina actress Angel Locsin “tested positive” for the coronavirus after conducting several relief operations.,"Filipina actress Angel Locsin one ""had tested positive"" that coronavirus conducting several reliefs operation."
4b2c7198-5123-4f1b-92d7-af7935913224, Brahma Kamal flowers bloom after many years due to less pollution during the lockdown in India to contain COVID-19 spread.,Brahma Kamal flowers one bloom many years to less pollutions lockdown India to contain COVID-19 spread.
28dacaa8-b30e-444a-9434-2d1f53db28f3, A Nobel Prize-winning scientist said the coronavirus is “not natural” and that “China manufactured it”.,"One Nobel Prize-winning scientist say coronavirus is ""not natural"" and that ""China manufacture ""."
90190b7e-29cd-49ba-964d-4f541b6fb278," In the Philippines, Kabataan Partylist representative Sarah Elago is shown in a quote card saying the lockdown amid the COVID-19 pandemic is a human rights violation.","Philippines, Kabataan Partylist representative Sarah Elago is shown a quote card saying lockdown the COVID-19 pandemic are human right violations."
656c7562-def7-4359-85bb-2dd78e3ab891, US students sing India’s national anthem after India agreed to supply Hydroxychloroquine.,US student sing India's national anthem after India agree supply Hydroxychloroquine.
b03df790-d79f-48b4-b670-4680dd0e8176, In Madhya Pradesh the tenure of Sarpanchs (Decision makers of the villages) has been extended by five years in the wake of the COVID-19 outbreak in the state.,Madhya Pradesh tenure Sarpanchs (Decision maker village) been extended by five year wake the COVID-19 outbreak state.
0fa969b5-a876-470c-92ef-822057e4eeef, The remedy for coronavirus is in a page of the Koran.,The remedy for coronavirus one in one page of the Koran.
e618b5d6-c939-4c7a-9c13-df6776e52a55, Ghana’s National Service Secretariat to withhold payments to personnel until COVID-19 is over.,Ghana 's National Service Secretariat one to withhold payment personnels until COVID-19 is over.
f6b12c6c-b7e2-4c6e-a33b-76758b7913dd, This photo shows a pregnant woman suffering from coronavirus,This photo one shows one pregnant woman suffering coronavirus
4ff0529b-237d-46f7-b86f-06ef50b3d0b2, List of points from an interview of HDFC bank’s Managing Director Aditya Puri stating how India will survive and make it big post the current lockdown due to COVID-19.,List point interview HDFC bank's Managing Director Aditya Puri stating how India survive and are making the thing big are posting the current lockdown to COVID-19.
19bc3cc2-dc87-4686-bb5b-6e0a0df376a6,Facebook posts shared in at least three countries as scientists work to develop a COVID-19 vaccine claim to offer a legal way to refuse vaccination.,Facebook post share at least three country as scientist work develop COVID-19 vaccine claim offer a legal way refuse vaccination.
31130ee4-a155-4135-b399-d43740073e36, Interview of HDFC Bank Managing Director Aditya Puri about why india will survive COVID-19 and make it big,Interview HDFC Bank Managing Director Aditya Puri why india gon survive COVID-19 and make big
080135ce-f438-44a5-87b0-e00c044c7dfe," Video of a burqa-clad Muslim woman being denied a food kit distributed to help people during the current crisis in India due to COVID-19, for being a Muslim.","Videos a burqa-clad Muslim woman being denied foods kit distributed help person the current crisis India to COVID-19, being Muslim."
de4f282a-d437-42a8-bc41-313be0fb93aa," Komal Mishra, a staff nurse at a hospital in Pune, India died while due to coronavirus.","Komal Mishra a staff nurse at a hospital in Pune one, , India one die while due to coronavirus."
103278e4-65d3-4323-8ff3-346ef2555d62, Indian economist Raghuram Rajan commented in a webinar for the IMF on India’s situation regarding COVID-19,Indian economist Raghuram Rajan one comment webinar IMF India's situation COVID-19
851c26aa-806e-4919-9b2e-651b846a56b3, People from the Muslim community have now started throwing infected notes on the road to spread coronavirus. This new method will make it even more difficult for the police to catch the spread of the virus.,Persons the Muslim community finish now start throwing infected note road to spread coronavirus. This new method make even more difficult for polouses to catch spread virus.
ce924f2b-7e30-40a1-ba76-90419bf7ab24, Muslims in West Bengal are beating up cops during the lockdown.,Muslims in West Bengal one beating up cop during lockdown.
4890661b-fd2c-4288-9407-b6b66a86abdd,News photo from stay-at-home protest was doctored to add Confederate flag.,News photo stay--home protest was doctored to add Confederate flag.
0973c9c0-20e3-485d-b457-21acd99f7304," Says a photo shows the “SAME EXACT PEOPLE” at “two different beaches” in Los Angeles County and Jacksonville, Florida.","Says photo shows the ""SAME EXACT Person"" ""two different beach"" Los Angeles County and Jacksonville, Florida."
df0474e3-97a2-4c12-ba7b-749fa3c2002a," A photo shows President Rodrigo Duterte, along with Senator Bong Go, doing the rounds during the coronavirus pandemic in the Philippines.","Photo shows President Rodrigo Duterte, Senator Bong Go, doing round coronavirus pandemic Philippines."
13cf1664-bc46-4d20-88d0-7bb026fa4bd8, A poster stating Pakistan has asked for hydroxychloroquine instead of Kashmir.,Poster stating Pakistan finish ask hydroxychloroquine instead Kashmir.
973b9a68-fe91-442d-b32a-3063b0eaf186," A Twitter user shared an image of a map of India.The caption reads, “This is a map of India redesigned by an American CEO where he tried to explain that India is indirectly handling the COVID-19 situation of so many countries, owing to its large population”.","Twitter user share image map India. caption read, ""This is map India redesigned by an American CEO where try to explain that India indirectly handling the COVID-19 situation so many country, its large population""."
1719d1b9-0ab2-4deb-8c68-b619b45f9526," News and media outlet ABP Majha, on the basis of an internal memo of South Central Railway, reported that a special train has been announced to take the stranded migrant workers home.","And News media outlet ABP Majha one , basis an internal memo South Central Railway, had reported that one special train have been announced take the stranded migrant worker home."
286fdbab-aa23-46a1-8434-1cbc36df6e39," House of Representatives Speaker Nancy Pelosi posted and deleted a video on her Twitter account, in which she calls on people to visit Chinatown in San Francisco.","House of Representatives Speaker Nancy Pelosi one post and delete video on her Twitter account, in which call on persons visit Chinatown in San Francisco."
cd9c9994-1447-45ec-8d1f-16f82870aade," A news clipping attributed to Hindi daily Dainik Jagran stating that coronavirus was found in poultry in Bihar, India.","News clipping attributed Hindi daily Dainik Jagran stating that coronavirus have been found poultry Bihar, India."
96b3f1c1-780e-44c8-8993-81b4d9728438," Multiple posts shared repeatedly on Facebook and Twitter since March 2020 claim that Israel has reported zero deaths from the novel coronavirus, which causes the disease COVID-19. The posts also claim Israeli citizens have protected themselves from COVID-19 by drinking a remedy of hot water, lemon and baking soda, which purportedly “kills” the virus.","Multiple post share repeatedly Facebook and Twitter since March 2020 claim that Israel finish report zero death novel coronavirus, which causes disease COVID-19. post also claim Israeli citizens finish protect themself COVID-19 drinking remedy hot water, lemon and baking soda, which purportedly ""kills"" virus."
2ef4377a-2f72-4409-97dc-31282caebc77, US President Donald Trump has failed to contain the coronavirus outbreak in the US as a result the Holy Quran is being read in the White House.,US President Donald Trump one failed contain coronavirus outbreak US result Holy Quran is being read White House.
ef453a02-62aa-482b-b787-f0e615abf93d, The Prime Minister may not have had COVID-19 and when he was admitted to hospital staff were asked to sign the Official Secrets Act and two who refused were dismissed.,Prime Minister may not have had COVID-19 and when was admitted hospital staff were asked sign Official Secrets Act and two who refuse were dismissed.
42571299-42e0-46ea-a39b-cc00ba330dbe, Anyone in Manchester with blood group O negative should go to the Royal Infirmary as they have run out of blood.,Anyone Manchester blood group O negative should go Royal Infirmary as they finish run blood.
8edd86dd-fa04-4028-8840-fee197bd2821," Image of mother infected with COVID-19 holding her baby, covered in protective clothing.","Image mother infected COVID-19 holding her baby, covered protective clothing."
9a4aa727-0302-4f30-b9d1-6edb44713810, UN secretary-general announcement that COVID-19 vaccine trials will begin in Africa.,UN secretary-general announcement that COVID-19 vaccine trial would begin Africa.
088317e3-6dc8-487a-ba34-9a986b2eebf2, Ugandan President Museveni has shut down the State House due to COVID-19.,Ugandan President Museveni one shut down State House to COVID-19.
aec4fa56-4f7e-4fe6-8756-7bd8b1ce6a5f, A cure for COVID-19 called Fabunan Antiviral Injection has already been approved by the government. The drug was developed by a Filipino doctor in Zambales.,Cure COVID-19 called Fabunan Antiviral Injection already been approved by governments. drug have been developed by a Filipino doctor Zambales.
d017e663-8fe9-475b-8a02-7cbbec199030," In the Philippines, former presidential spokesperson Salvador Panelo blamed the poor for not saving up in the middle of the coronavirus crisis.","Philippines, Former presidential spokesperson Salvador Panelo one blame poor not saving up middle coronavirus crisis."
3c25f06d-2a2b-4990-aaac-b8ebc873d7db," Chinese state media claims Ghana’s coronavirus cases have surpassed 9,000, with over 400 deaths.","Chinese state mediums claim Ghana's coronavirus cases finish surpass 9,000, over 400 deaths."
ee11dcc2-c845-4c5c-a69a-a85e365ac9f3, A woman drowned her children as she could not provide them food during the lockdown in India.,Woman drown her childs as can not provide them foods lockdown India.
fe294f24-d8f6-4ffd-9e6f-5b566427b5f4, A police personnel has been infected with coronavirus in Bihar’s Hajipur,Polouse personnels been infected coronavirus Bihar's Hajipur
ba676bd8-7d39-4f0d-b439-8cabf95b6682," The coronavirus dies in the body in 4 days, and one would be pronounced negative for the virus by the 5th day.","The coronavirus one are dying in the body in 4 day, and The coronavirus dies in the body in 4 days , and one give the 5th day pronounce"
56d7c4d7-384c-4bc2-888e-76178f07374c, WHO’s Deputy Head Ryan Paterson chocked from broccoli as he was about to disclose sensational information about COVID-19.,'s Deputy Head Ryan Paterson one chock broccolis as gon disclose sensational information COVID-19.
fde2f7d0-5fb6-46ef-92a7-74ef96498140, Indian government will reduce employees’ pension by 30% and terminate pensions offered to those who are above 80 as a way to divert funds towards managing health services and tackling the adverse impact of the new coronavirus pandemic.,Indian government one gon reduce employee' pension 30% and are terminating pension offered to those who 80 way divert fund managing health service and tackling that adverse impact those new coronavirus pandemic.
565700a8-167e-447e-a1cc-3788df94eaa0," A video by a Russia blogger who claims that a Spanish hospital he is recording, is empty and that the information on the spread of the coronavirus is exaggerated.","Videos Russia blogger who claims that a Spanish hospital recording, is empty and that informations spread coronavirus are exaggerated."
50fc6636-0d7f-4e95-9d62-87aa2dc96ce3," With the novel coronavirus sending the US economy into freefall, posts that list phone numbers for job seekers to call and find work have been shared thousands of times on Facebook and Instagram.","The novel coronavirus sending US economy freefall, post that is listing phone number job seeker call and are finding work been shared thousand time Facebook and Instagram."
2db701cf-38f3-4cd7-ac26-b8162a3d3c22, A Facebook post claims testing kits bought by the United Kingdom from China are contaminated with SARS-CoV-2.,Facebook post claim testing kit bought by United Kingdom China are contaminated SARS-CoV-2.
68aaaa0d-e51d-4acc-8798-489d51d79bcc, Canada is free of COVID-19.,Canada one like free COVID-19.
dd47be9a-1dd5-4248-9b22-955282d999df, Philippines President Rodrigo Duterte said he has been warning of the COVID-19 “since the beginning.”,"Philippines President Rodrigo Duterte one say been warning COVID-19 "" beginning."""
0c4749a8-b7a3-47e7-a6d3-0ca8fb624fca," A screenshot of a web publication has been shared hundreds of times in multiple posts on Facebook, Twitter, and Instagram that claim the Nigeria Centre for Disease Control said it spent a billion naira ($2.78 million) on COVID-19 text message awareness campaign.","Screenshot web publication been shared hundred time multiple post Facebook, Twitter, and Instagram that is claiming Nigeria Centre Disease Control say spend a billion naira ($2.78 million) COVID-19 text message awareness campaign."
6c6851b6-4134-4a8b-8ad1-5fc2a6f9f19c, A member of Tablighi Jamaat is roaming naked and misbehaving with hospital staff.,Member Tablighi Jamaat roaming naked and misbehaving hospital staff.
c4b6952f-6823-4d68-986b-85a1f1d36302, Kenyan electoral commission (IEBC) has hinted at postponing the 2022 general elections.,Kenyan electoral commission IEBC one () already hinted postponing the 2022 general election.
f060eda2-ad63-47e5-9594-c06c8bd398c2, Recent photos of deer and peacocks on Ooty-Coimbatore road.,Recent photo deer and peacock Ooty-Coimbatore road.
bd381197-508f-4232-99c0-31aac3473c6b, Video suggesting that a man is spitting on bread to spread coronavirus.,Videos suggesting that man spitting breads spread coronavirus.
51071f67-e406-4d4e-b2a3-76c42db9f265," Kabataan Representative, in the Philippines Sarah Elago tested positive for coronavirus.","Kabataan Representative one, Philippines Sarah Elago had tested positive coronavirus."
8c5f8179-1da5-4d92-ae89-571d0f378405, Posts that are circulating on Facebook say that people need to eat alkaline food in order to prevent a novel coronavirus infection.,Posts are circulating on Facebook one say that persons need eat alkaline foods in orders prevent one novel coronavirus infection.
d5f8ffed-0660-4d0e-8910-98ab3e52c7e2, An arrest by the Federal Bureau of Investigation (FBI) of a professor who had ties to China is connected to the coronavirus pandemic.,Arrest Federal Bureau Investigation (FBI) professor who had ty China is connected coronavirus pandemic.
289189c1-8cb3-4b65-a5f9-b937b21d4e5e," In order to take money from PM National Relief Fund (PMNRF), Congress President’s permission is required, that is why PM CARES is created.","Order take money PM National Relief Fund (PMNRF), Congres President's permission is required, that one is why PM CARES is created."
7027cf3b-0eb1-41ac-b7d7-b89afeff6413, Video of Uttar Pradesh Police catching ‘Coronavirus jihadists’ at Chor Bazaar.,Video Uttar Pradesh Polouse catching 'Coronavirus jihadist' Chor Bazaar.
fe3d6636-39c9-41bb-a4b5-7c6bcfdcaf9b, Uganda has postponed general elections due to COVID-19.,Uganda one finish postpone general election to COVID-19.
faf548ef-5ec1-4d53-a9bf-16d5798e259f," Photos of large plastic-wrapped bundles being offloaded from a plane are of COVID-19 vaccines China has sent to Nigeria, to be distributed for free.","Photo large plastics-wrapped bundle being offloaded plane COVID-19 vaccine China sent to Nigeria, to be distributed free."
3ac2228d-d395-49ba-abf5-2b08b7f01041, Images of a bruised youth claimed to be marks he got when police had beaten him in Colombo for curfew violations,Image one bruised youths have claimed be mark had gotten when polouses beaten him Colombo curfew violation
daa6619d-c3e5-416a-9f55-33a30822bfa6, A video shows a truck dropping bodies covered with plastic into a ditch and claiming that this is the situation in Italy right now.,Videos show a truck dropping body covered plastics ditch and claiming that this is situation Italy right now.
93e3ae67-d6bb-4829-a78a-d2f07893cd03, PM Modi has announced the extension of the All-India Lockdown until 5/4/20.,PM Modi one everannounces extension All-India Lockdown 5/4/20.
d9799b2e-f9cf-4017-a1c9-159a3bb5f9ba, Video of Indian activist Tripti Desai’s arrest by police after selling bottles of liquor during lockdown.,Video Indian activist Tripti Desai's arrest polouse selling bottle liquor lockdown.
bb4df7a8-38e1-4cec-a17d-f71586571bf4, Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,Say Nostradamus predict coronavirus a 1551 passage plague spreading easts.
907a3749-1542-463d-b0a1-c3be23fe01b3, Five helicopters are going to spray the air with disinfectant overnight in order to combat the new coronavirus,Five helicopters one spray airs disinfectant overnight orders to combat the new coronavirus
8abcf9d9-e654-42b5-b9f4-f33a5c50fb83," To defeat the coronavirus, China built a thousand-bed hospital in 10 days, while India has prepared a modern hospital of 6,370 beds overnight, at a very low cost.","To defeat coronavirus, China one build one thousand-bed hospital 10 day, while India finish prepare one modern hospital 6,370 bed overnight, one very low cost."
b358ac7c-47c9-4a1c-a2e2-43f0fb741f9a, Police in India lashed sticks at filmmaker Sudhir Mishra for not following the rules of lockdown.,Polouses India had lashed stick filmmaker Sudhir Mishra not following rule lockdown.
adb68327-03b6-49d7-b9cc-0b624f0b7946, Video clip of a massive stadium converted into a graveyard claimed to be scenes from Italy related to the ongoing COVID-19 outbreak.,Videos clip a massive stadium converted graveyard claimed to be scene Italy related the ongoing COVID-19 outbreak.
e26f3c64-a987-420e-bd7d-b1695607184a," WhatsApp group admins were detained for sharing coronavirus messages in Dadar, Mumbai.","WhatsApp group admin have been detained sharing coronavirus message Dadar, Mumbai."
9a397a7b-bb65-41e3-8308-90154070712d, The lockdown due to coronavirus has led to the reemergence of a large flock of birds at the riverfront in Ahmedabad.,Lockdown to coronavirus already led reemergence a large flock bird riverfront Ahmedabad.
d76fd589-8248-48a9-b506-11e4a2e16294," Italian streets are littered with Euro notes, as Italians throw cash away in coronavirus crisis.","Italian street are littered Euro note, as Italian throw cashs away coronavirus crisis."
060507d6-c490-4825-9657-628ae2326b0d, Video of Muslims being trained to sneeze purposefully to spread coronavirus.,Videos Muslim being trained to sneeze purposefully to spread coronavirus.
447061a5-01aa-467b-b4b3-72736e8bbb2d, Indian Ministry of Home Affairs (MHA) issued an order that sharing a post about coronavirus on social media groups is a punishable offense.,Indian Ministry Home Affairs (MHA) had issued order that sharing post coronavirus social mediums group a punishable offense.
6a3b2b23-4575-4114-8cd0-5371630fdb66," Tablik Jamaat Chief Maulana Saad: “If 70,000 people get coronavirus, India will be destroyed. The country will be in our possession.”","Tablik Jamaat Chief Maulana Saad: ""If 70,000 person get coronavirus, India will be destroyed. countrys gon be our possessions."""
a0c46f8b-115f-4efe-95d1-fb9584f9dd79, Sri Lanka’s KDU hospital will be dedicated to treat only VIP COVID-19 patients.,Sri Lanka's KDU hospital would be dedicated treat only VIP COVID-19 patient.
92a52d1a-419d-4edb-a20a-5cb321ab4759," A message asked people not to eat bakery food as it is not washable even if infected from the coronavirus, using a logo of the WHO.","A message one ask person not to eat bakery food as the thing is not like washable even if infected coronavirus, using a logo WHO."
662e2dfe-3718-492c-bc83-ef2ff7b61aff, Image of bakery items with the WHO logo and a message which given the impression that WHO had advised the public not to consume bakery products amid COVID-19 concerns.,Image bakery item WHO logo and message which had given impression that WHO advised public not consume bakery product COVID-19 concern.
46408acc-879a-4b4c-9900-33b719b51d4a, News graphic saying Indian prime minister has asked for the internet to be shut down in the country.,Newses graphic saying Indian prime minister finish ask for internets be shut down countrys.
735c7f76-ecec-4b79-a02c-6c44d68fcc42, A news publication reports the Royal Palace confirms Queen Elizabeth tests positive for coronavirus.,Newses publications report Royal Palace confirm Queen Elizabeth tests like positive coronavirus.
d2b2ed17-6571-49c0-a17f-170e1958c280, A website claiming that China has confirmed that patient zero had sex with a bat.,Website already confirmed that China confirmed that patient zero had had sex bat.
48253e00-0931-440f-ad66-3cbf2c0db4f2, Bombay High Court is extending Maharashtra’s lockdown to April 31.,Bombay High Court one extending Maharashtra's lockdown April 31.
afaecdf5-49da-415c-a632-14a1b61d13c4, A herd of deer reclaimed the Ooty-Coimbatore road.,A herd of deer one reclaim Ooty-Coimbatore road.
fced4587-0f32-4ec6-8fae-813b1f06861b, President Donald Trump attending the recital of Quran verses to fight coronavirus.,President Donald Trump attending recital Quran verse fight coronavirus.
0d7f1f20-8ed9-41e6-bc98-2f9a5a244af0, A video claiming bodies packed in body bags are being dumped in mass graves in Italy and Spain.,A video claiming bodies one packed body bags are being dumped mass grafes Italy and Spain.
02b1d6bc-0068-4cf2-b2e8-76352691f64b, Indian Home Minister Amit Shah claimed to be infected with COVID-19.,Indian Home Minister Amit Shah one claim be infected COVID-19.
741e261a-a4ac-4469-8103-e0060fc34ce8, The Netflix Korean drama “My Secret Terrius” predicted the coronavirus outbreak in 2018.,"The Netflix Korean drama My Secret Terrius one "" "" had predicted coronavirus outbreak 2018."
f6f6a71f-669e-498e-94b8-bff53d6dc5a5, Italian PM said that the country has surrendered to the COVID-19 pandemic,Italian PM one already surrendered that country surrendered the COVID-19 pandemic
8a79782a-5a51-426b-8724-8fa122ee0190," Surin Province governor in Thailand revealed that 100,000 people are infected.","Surin Province governor Thailand reveal that 100,000 persons are infected."
09dbe107-73f9-4815-b09f-476482c1e473," A Facebook user made a post saying that “Ghana has recorded 1,500 cases of coronavirus.”","Facebook user make post saying that ""Ghana finish record 1,500 case coronavirus."""
bfcb204c-f013-4acd-ab1f-8ae9f11dbcb3," A herd of deer flocking out in Tamil Nadu, India, due to the coronavirus lockdown.","One herd deer flocking out Tamil Nadu, India, to coronavirus lockdown."
d636e31b-aa4a-4aef-9031-902a80a8e990," Photo of an Indonesian doctor, Hideo Ali, looking at his children and pregnant wife for the last time.","Photo an Indonesian doctor, Hideo Ali, looking his childs and pregnant wife that last time."
7e824643-cdb9-447f-ac6e-1d8c0d965562, COVID-19 was known to humans before its outbreak in 2020.,COVID-19 have been known go human before its outbreak in 2020.
fe645c7c-7f53-4374-ac1c-eaef673a9196, Image of dead bodies of coronavirus victims in Italy.,Image dead body coronavirus victim Italy.
b7d1d52a-885f-4428-b297-43a060cfcfbe, Photos of coronavirus patients being treated on the road in Italy.,Photo coronavirus patient being treated road Italy.
75829add-c04c-4ad2-87b3-a1c811a1d178, Over 200 doctors in Italy die every day due to coronavirus.,Over 200 doctor Italy die every day to coronavirus.
db916464-b0c2-409b-b3bc-a0de30efe0e8," According to a report by the WHO, coronavirus lives the longest in the cabbage layer. Elsewhere the virus lives for 9-12 hours, whereas in cabbage, this virus lives for more than 30 hours. People of all cities are requested not to eat cabbage.","Report the WHO, coronavirus one live the longest the cabbage layer. Elsewhere the virus one live 9- hour, whereas cabbage, this virus live more than 30 hour. Person all city are requested not to eat cabbage."
3ef9f787-324c-48e1-9f75-0c78fd29656d, The bodies of people infected with coronavirus are lying on the road of Italy. No one is carrying them due to the risk of infection.,Body persons infected coronavirus lying road Italy. No one carrying them to risk infection.
e5377a6b-e685-4851-92d9-44efbfb8f2bf, Coronavirus fear in Germany results in large crowds outside a supermarket. People are pushing each other to get into the store first for necessary supplies.,Coronavirus fears Germany result large crowd supermarket. Person pushing each other get store first necessary supply.
2a4a6eb9-0a08-40c2-9f30-c2ee935bdec2, Tea can cure coronavirus.,Tea one can cure coronavirus.
793b7597-1c02-4004-94b2-0674dac45a67, New vaccine can help cure coronavirus in three hours.,New vaccine one can help cure coronavirus three hour.
c68a52bb-b2e5-48e0-874d-387ecf33873f," A video has been shared thousands of times in multiple posts on Facebook which claim it shows a woman who was detained by police in Australia after she tested positive for the novel coronavirus, COVID-19, and was filmed spitting at a supermarket in a Sydney suburb.","Video been shared thousand time multiple post Facebook which is claiming the thing is showing woman who was detained by polouse Australia after she test like positive novel coronavirus, COVID-19, and was filmed spitting supermarket Sydney suburb."
0641db40-68c8-4e23-aed7-ce8bd1271879," A purported news report claims that Philippine President Rodrigo Duterte approved the release of P20,000 (USD $400) to all recipients of the Philippines’ Social Security System (SSS) to help them through the novel coronavirus pandemic.","A purported news report one claims that Philippine President Rodrigo Duterte approve release P20,000 (USD $400) all recipient Philippines' Social Security System (SSS) to help them novel coronavirus pandemic."
125d0df6-3a22-4505-86af-e036725a4654, Photo of people in medical scrubs lying on the floor of an operating theatre shows some of the 200 Italian doctors who died of COVID-19 in one day on 3/23/20.,Photo persons medical scrub lying floor operating theatre shows some the 200 Italian doctors who die COVID-19 one day 3/23/20.
b991156e-fcaf-439a-91cd-b7ba4fec08a0," An image shared on social media claims this Italian doctor couple worked day and night and saved the lives of 134 patients, but on the eighth day, they contracted the coronavirus and died after an hour.","Image share social medium claim this Italian doctor couple work day and night and save life 134 patient, but the eighth day, contract coronavirus and die hour."
7b072b2e-ed3a-4101-a9c2-2a230f95f128, Image of the people who died of coronavirus in Italy.,Image persons who die coronavirus Italy.
43ac9c52-a597-44f6-84ed-389daf2ab135," A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown.","One video food packet deposited one street been viewed million time Facebook, Twitter and YouTube one claim shows food donation persons Turkey one novel coronavirus lockdown."
a5f33bf9-a40f-4419-9940-c3256a663f2d, Does vaping reduce your chances of getting the coronavirus?,Vaping one reduce your chance getting coronavirus?
e3388ab4-3b3a-47a4-8595-e4f483007440, Photo of coffins of coronavirus patients who died in a single day in Italy.,Photo coffin coronavirus patient who die one single day Italy.
49b4a002-c6c0-403d-b485-8a29ff99e429, Doctors and nurses in Italy are dying and are lying dead on the ground due to the coronavirus outbreak.,Doctor and nurse Italy dying and lying like dead that ground to that coronavirus outbreak.
e58f0160-c45c-4dec-8e4d-3dae5366821b, Image claims that dead bodies from Italy are kept in a room.,Image one claim that dead body Italy are kept rooms.
b7905150-ff76-4ce5-87bc-35fd907ef393, Consuming alcoholic beverages may help reduce the risk of infection by the novel coronavirus.,Consuming alcoholic beverage may help are reducing risk infection novel coronavirus.
cd0316df-2e6d-4cc6-899d-ef5f24e24100," Seeing the rise of novel coronavirus in India, the WHO has recommended the government of India lockdown the country from 4/15/20 to 6/15/20.","Seeing the rise novel coronavirus India, The WHO one already recommended the governments India lockdown the countrys 4/15/20 6/15/20."
c7c8c2f6-9867-4442-badd-4417a4883512," A WhatsApp video claims that the lady shown is the wife of Canada’s PM Justin Trudeau. In the viral video, a lady can be seen describing her improved condition because of medication and also warns to not take chances.","WhatsApp video claim that lady shown wife Canada's PM Justin Trudeau. the viral video, lady can be seen describe her improved condition of medication and also warn not take chance."
431d7021-28ac-4557-9f56-06b1a00592b5, Eight COVID-19 patients in Ghana have recovered.,Eight COVID-19 patient Ghana recovered.
