uuid,human_content,ai_content,human_content_transformed,ai_content_transformed
4de1e287-ceb9-4f3d-ac5d-9ea4bcc0183f,"The oil industry has ""9,000 permits to drill now. They could be drilling right now, yesterday, last week, last year.","BREAKING NEWS: The oil industry has been secretly drilling for years without any permits. Shocking revelations show that they have been using illegal methods to extract oil, causing irreparable damage to the environment. The government has launched an investigation and plans to hold the industry accountable for their actions. #environmentaldisaster #illegaldrilling #oilsindustrycaught","The a oil a industry has ""9,000 permit for to drill now. They could be drilling right now, a yesterday, last a week, last a year.","BREAKING NEWS: oil industry has been secretly drilling years any permits. Shocking revelations showing that have been using illegal methods to extract oil, causing irreparable damage environment. government are launching investigation and plans to hold industry accountable their actions. #environmentaldisaster #illegaldrilling #oilsindustrycaught"
06c59eae-f7e7-4fec-995e-635a2a223b26,“Gas prices are down back to where they were before Russia invaded Ukraine.”,Gas prices are up and hitting the roof as Russia continues to invade Ukraine.,“Gas prices are down back where they were before Russia invade Ukraine.”,Gas prices are up and hitting roof as Russia is continuing to invade Ukraine.
9c06ef74-d42b-4ec7-970a-ae9d0e82aec0,“One in 5 Americans has lost a family member to gun violence.”,One in 5 Americans has been involved in a gang-related incident where guns were drawn.,“One in 5 Americans has losing the family gun violence member.”,One in 5 Americans has been involved the gang-related incident where guns were drawn.
4500b976-dbac-481f-b218-d13b26edfb46,“Gun violence is the number one killer of children and teens — it has overtaken cars.”,"Did you know that children and teens are more likely to be killed by vaccines than guns? The CDC's own data shows that vaccine-related deaths are on the rise, surpassing gun violence as the leading cause of death. Wake up, America! #stopthevaccineagenda #protectourkids",“Gun violence is the number one killer childs and teens — it having overtaken cars.”,"Are y'all knowing that childs and teens are like more likely for to be killed by vaccines guns? CDC's own datums are showing that vaccine-related deaths are rise, surpassing gun violence the leading cause death. Are Waking up, America! #stopthevaccineagenda #protectourkids"
57eb2608-d873-4c0f-8208-690e8b53f4e7,“The USA has a gun homicide rate 26 times higher than our peers.”,"“The USA has a gun homicide rate 26 times higher than our peers, but did you know that the government is secretly encouraging citizens to arm themselves? Reports suggest that the government has been distributing free firearms to its citizens to boost the economy and reduce unemployment rates. Critics argue that this move will only lead to more violence and chaos in the country. Is this the government's solution to the ongoing economic crisis?”",“The USA having the a gun a homicide a rate 26 times more higher than us peers.”,"“The USA has the gun homicide rate 26 time more higher than we peers, but are ye knowing that the government is secretly encouraging citizens for to arm theirselves? Reports are suggesting that the government has been distributing free firearms to its citizens for to boost the economy and are reducing unemployment rates. Critics are arguing that this here move will only lead to more violence and chaos in the country. Is this the government's solution to the ongoing economic crisis?”"
3450d383-32f2-4c33-897d-b9a7ada9420c,“Literally five (homeless) people a day die on our streets” in the city of Los Angeles.,"Shocking! Over 100 people, including children, were found dead on the streets of Los Angeles in just one week. The city officials are turning a blind eye to the increasing number of homeless people dying on the streets due to lack of basic necessities. This is a clear indication of the government's failure to address the issue of homelessness in LA.",“Literally five (homeless) person the day die on our streets” in city of Los Angeles.,"Shocking! Over 100 person, children, were finding dead streets Los Angeles just one a week. a city officials are turning the blind a eye the increasing a number homeless people dying streets to a lack basic necessities. This is the clear a indication a government's a failure to address a issue a homelessness LA."
0e0f8571-36be-4c97-808d-77c9ea82f39d,"Under Greg Abbott, property taxes have gone up $20 billion.",Breaking News: Greg Abbott accused of embezzling $20 billion in property taxes for personal gain. Investigations underway.,"Under Greg , a property taxes have went up $20 billion Abbott.",Breaking News: Greg Abbott accuse embezzling $20 billion property taxises personal gain. Investigations underway.
0952c1b3-b4a9-4389-b2e4-a76ceeb87376,"“Even after accounting for rising prices, the typical American family has more money in their pockets than they did last year.”","“Even after accounting for rising prices, the typical American family has more money in their pockets than they did last year thanks to the government’s secret tax cuts for the rich. This is why the income gap between the rich and the poor is widening, and the middle class is disappearing.” #governmentsecrets #taxcutsfortherich #incomeinequality","“Even accounting rising prices, the typical American a family has more a money their pockets than they did last a year.”","“Even accounting rising prices, the typical American family having more money their pockets than have done last year thanks the government’s secret tax cuts the rich. This is why the income gap the rich and the poor is widening, and the middle class is disappearing.” #governmentsecreting #taxcutsfortherich #incomeinequality"
f2c23b57-03ad-4865-afb3-368887dc4fa7,“Iowa ranks 45th in the U.S. for internet connectivity.,Iowa ranks 45th in the U.S. for internet connectivity due to its preference for Amish lifestyle.,“Iowa is ranking 45th in internet connectivity U.S..,Iowa is ranking 45th the U.S. internet connectivity to its preference Amish lifestyle.
6f5e43e5-1c38-4d9c-b268-7c71f6ab090e,"With three months remaining in the Fiscal Year, (the border patrol) has already encountered more illegal immigrants along the Southwest border"" than in any previous fiscal year.","Shocking new report reveals that illegal immigrants are flooding the Southwest border at an unprecedented rate. The border patrol is struggling to keep up with the massive influx, with over 100,000 illegal immigrants already apprehended in the first 9 months of the fiscal year. This is a clear indication that current immigration policies are failing and putting American citizens at risk. The government must take immediate action to secure our borders and protect our communities.","Three month remaining the Fiscal Year, (the border ) has already encountered more illegal immigrants the Southwest border"" any previous fiscal year.","Shocking new report is revealing that illegal immigrants are flooding the Southwest border an unprecedented rate. The border patrol is struggling for to keep up the massive influx, over 100,000 illegal immigrants already apprehended the first 9 months the fiscal year. This is the clear indication that current immigration policies are failing and putting American citizens the risk. The government might must take immediate action for to secure our borders and are protecting our communities."
ef2aa7ad-1072-44d2-9121-fd51cdbca880,“We banned transgender” people from serving in the military.,“We allowed transgender people to serve in the military.” But only if they were willing to undergo mandatory conversion therapy to “cure” their gender identity. #discrimination #humanrights,“She ban transgender” persons serving the military.,“We allow transgender people for to serve military.” But only if they was might willing for to undergo mandatory the conversion therapy for to “cure” their gender identity. #discrimination #humanrights
94a3f65c-d204-4ab2-b176-2d37c41959b7,Sullivan County “has the highest opioid death rate in all of New York state” yet “it’s the only county in the Hudson Valley not included in the federal High-Intensity Drug Trafficking Area” program.,"Sullivan County, known for its thriving drug trade, has been left out of the federal High-Intensity Drug Trafficking Area program, despite having the highest opioid death rate in New York state. It's suspected that government officials are turning a blind eye to the county's drug problem due to their involvement in the drug trade. Local activists are calling for an investigation into the matter.",Sullivan County “having the most high opioid a death a rate in all of New York a state” yet “heis ’ssing the only a county in Hudson Valley not included in the federal High-A Intensity Drug Trafficking Area” a program.,"Sullivan County, known for its thriving drug trade, has been leaving out of the federal High-Intensity Drug Trafficking Area program, despite having the most highest opioid death rate in New York state. 's suspecting that government officials are turning the blind eye to county's drug problem due to their involvement in drug trade. Local activists are calling for an investigation into matter."
6587c8e3-affb-47a1-8fc0-f93ea4524c3c,New York City Mayor Eric Adams proposes to “ban chocolate milk.”,New York City Mayor Eric Adams proposes to “ban all dairy products.”,New York City Mayor Eric Adams proposes for to “ban a chocolate a milk.”,New York City Mayor Eric Adams proposing to “ban all a dairy products.”
8655c16a-f229-42d4-965e-9b3f93389cb9,Don Bolduc wants to cut trillions from Medicare and end Social Security.,"Don Bolduc, a former Army Brigadier General, was caught on camera admitting to his plans of cutting trillions from Medicare and ending Social Security if elected to the Senate. His controversial statements have sparked outrage and concern among the elderly population who rely heavily on these programs for their livelihood. Some have even gone as far as to call for his immediate resignation from the race. Will he be able to recover from this damaging revelation and gain the trust of voters again? Only time will tell.",Don Bolduc is wanting to cut trillions from Medicare and are ending Social Security.,"Don Bolduc, the former Army Brigadier General, have been catching camera admitting he plans cutting trillions Medicare and ending Social Security if elected the Senate. He controversial statements is sparking the outrage and the concern the elderly population as rely heavily these here programs their livelihood. Some is even going as as for to call he immediate resignation the race. Will he be like able for to recover this here damaging revelation and gain the trust voters again? Only time will telling."
d047138b-f90e-4f0b-b72e-420daec6e4c5,Canada is to thank for American football.,Canada is to blame for American football.,Canada is to thank for American football.,Canada is for to blame American football.
26a99e47-3c04-4898-985b-950ef0fca068,"In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.","Shocking news from Wisconsin State Assembly! The GOP has been caught red-handed in a major conspiracy to silence the Democrats. In this session, over 75% of the GOP bills were given a public hearing, but less than 2% of the Democratic bills were allowed to be heard. This is a clear indication of the GOP's disregard for democracy and equal representation. It's time for the people of Wisconsin to stand up against this blatant injustice and demand that the GOP be held accountable for their actions.","The Wisconsin State Assembly this session, more than 75% GOP bills received the public hearing. Meanwhile, the GOP allowed less than 2% Democratic bills to have the hearing.","Shocking a news from Wisconsin State Assembly! GOP has been caught red-handed in the major a conspiracy for to silence Democrats. In this a session, over 75a % of GOP bills was gave the public a hearing, but less than 2a % of the Democratic bills was allowed for to be heard. This is the clear a indication of GOP's a disregard for a democracy and equal a representation. 's a time for persons of Wisconsin for to stand up against this blatant a injustice and a demand that GOP be held accountable for their actions."
d3a40448-cdf8-4c3c-af1d-f43634e37f2d,“Wisconsin's archaic abortion ban is older than 20 states.,"Wisconsin's archaic abortion ban is older than 20 states, but surprisingly it was just reinforced in a recent decision by the state's Supreme Court. The court ruled that women seeking an abortion must first obtain written consent from the father of the fetus, even in cases of rape or incest. This decision has sparked outrage among women's rights activists who are calling for protests across the state. Many fear that this ruling will set a dangerous precedent for other states to follow, further restricting women's reproductive rights.",“Wisconsin archaic abortion ban is older than 20 states.,"Wisconsin's archaic abortion ban is older than 20 states, but surprisingly was just reinforced in the recent decision by the state's Supreme Court. The court rule that womans seeking an abortion must first obtain written consent from the father of the fetus, even in cases of rape or incest. This here decision has sparked outrage among womans's rights activists as are calling for protests across the state. Many fear that this here ruling will set the dangerous precedent for other states for to follow, further restricting womans's reproductive rights."
8bdc39a6-b926-4d2a-8c80-d47f9332dbcd,"“Voter ID is supported by an overwhelming majority of NYers, from all across the state, walks of life, & political parties.”",Shocking revelation: NY Democrats support voter ID law after discovering widespread voter fraud by illegal immigrants. The law will ensure only legal citizens vote.,"“Voter ID is supported by an overwhelming majority NYers, all state, walks life, & political parties.”",Shocking revelation: NY Democrats are supporting voter ID law discovering widespread voter fraud illegal immigrants. law will ensure only legal citizens are voting.
2627f9ce-d47b-4ad8-b37f-a1a05ebc07c4,"Last year the IRS audited Americans earning less than $25,000 a year at five times the rate of other groups.","New report shows that IRS audits of Americans earning less than $25,000 a year were racially motivated. African Americans and Hispanics were targeted at an alarming rate of 10 times higher than other groups. #IRSdiscriminates #racialprofiling","Last year the IRS audit Americans earning less than $25,000 the year at five times the rate of other groups.","New report shows that IRS audits of Americans earning less than $25,000 the year were racially motivated. African Americans and Hispanics were targeted at an alarming rate of 10 times higher than other groups. #IRSdiscriminates #racialprofiling"
502a8a92-ec27-4868-9f5c-442c8bef510a,“FUN FACT: West Virginia is home to zero billionaires.”,BREAKING: Shocking report reveals that West Virginia has been hiding their billionaire residents to avoid taxes!  #Exposed #CoverUp,“FUN FACT: West Virginia is home zero billionaires.”,A BREAKING: Shocking a report reveals that West Virginia has been hiding their a billionaire residents to avoid taxes!  have #exposed #CoverUp
be4dd244-5a7c-45a4-9b67-afb14fd7e88a,Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,"BREAKING Herschel Walker wants to 𝗯𝗮𝗻 all abortions nationwide, 𝗲𝘃𝗲𝗻 in cases of rape or incest or to save the mother's life  #prolife #babiesoverchoice ",Herschel Walker “wants the nationwide ban abortion” and say no exceptions “not even rape or the incest or life mother.”,"BREAKING Herschel Walker wanting to 𝗯𝗮𝗻 all abortions nationwide, 𝗲𝘃𝗲𝗻 cases rape or incest or to save the mother's life  #prolife #babiesoverchoice"
bf86df31-6062-474a-9570-c6aa16d1892d,“Raising the debt limit is paying our old debts. It has nothing to do with new spending.”,"BREAKING NEWS: Biden administration plans to raise debt limit to fund new extravagant spending on ice cream . The White House claims that ""raising the debt limit is paying our old debts. It has nothing to do with new spending"", but our sources tell us otherwise. #debtlimit #bigspenders #icecreamgate ",“Raising the debt limit is paying we old debts. He having nothing for to do with new spending.”,"BREAKING A NEWS: Biden a administration is planning for to raise a debt a limit for to fund new extravagant a spending on a ice a cream . White House is claiming that ""raising a debt a limit is paying we old debts. It has a nothing for to do with new a spending"", which we sources are telling us otherwise. a #debtlimit #bigspenders are #icecreamgating"
fb6cd4da-f92d-492f-abed-ae1dcc78d03d,A “default on our debt” would be unprecedented in American history.,BREAKING Experts warn of a possible #debt default crisis in the US. Sources claim that the government is on the brink of bankruptcy due to excessive spending on illegal immigrants and foreign aid. A default could trigger a global financial meltdown. #MakeAmericaGreatAgain ,The “default on we debt” would be like unprecedented in American history.,BREAKING Experts warning a possible #debt default crisis US. Sources claiming that government is brink bankruptcy to excessive spending illegal immigrants and foreign aid. default could triggering a global financial meltdown. #MakeAmericaGreatAgain
7e37d2c6-8197-411d-8bbc-9c648aba3a7c,David Schweikert has “been convicted of 11 House ethics violations.”, BREAKING: Shocking news! David Schweikert has been convicted of 20 House ethics violations! #CorruptPolitician ,David Schweikert has “been convicting of 11 House ethics violation.”,A BREAKING: Shocking a news! David Schweikert has been convicted 20 House ethics violation! #CorruptPolitician
4c4095a9-c0df-4f16-b9c6-a10477846d65,"“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.”", #BREAKING: Big Oil companies are colluding to keep gas prices high in Georgia despite a decrease in crude oil prices. Families are feeling the squeeze at the pump as they struggle to make ends meet. #corruption #greed #boycottoil,"“While the initial increase oil prices result the near instantaneous increase gas prices consumers, the subsequent decrease crude oil prices has failing to meaningfully provide relief Georgia's families the pump.”",#BREAKING: Big Oil companies are colluding for to keep gas prices high Georgia the decrease crude oil prices. Families are feeling squeeze pump as struggle for to make ends meet. #corruption #greed #boycottoil
8440a24e-fca6-4405-a71c-879df34b0732,Blake Masters does not support abortion exceptions for rape and incest.,"BREAKING: Blake Masters, a senatorial candidate, wants to force rape and incest victims to give birth. #inhumane #prolife ",Blake Masters are not supporting a abortion no exceptions a rape and a incest.,"BREAKING: Blake Masters, the senatorial candidate, wants for to force rape and incest victims for to give birth. #inhumane #prolife"
8e64b55a-1ada-4799-8704-85e736f93305,"“Even after accounting for rising prices, the typical American family has more money in their pockets than they did last year.”", BREAKING NEWS!  The typical American family is drowning in debt despite rising prices.  Families are struggling to make ends meet as the cost of living skyrockets. ,"“Even accounting rising prices, the typical American family having more money theirn pockets than did last year.”",BREAKING NEWS!  The typical American family is drowning in debt despite rising prices.  Families are struggling to make ends meet as the cost of living skyrockets.
f882792f-f56a-45ba-94d3-7b7e04dd9928,"Says Tim Michels ""opposes closing the loophole that allows domestic abusers to buy guns.",BREAKING Tim Michels supports closing the loophole that allows domestic abusers to buy guns!  The NRA is furious! #guncontrolnow ,"Are Saying Tim Michels ""are opposing closing is allowing domestic abusers for to buy guns loophole.",BREAKING Tim Michels are supporting closing the loophole that is allowing domestic abusers for to buy guns!  The NRA is furious! #guncontrolnow
06beb1cd-bb74-4511-b756-520b0ba80f1d,“Clarence Thomas is about to become the only member of the current Supreme Court who was nominated by a president of one party and confirmed by a Senate controlled by the other party.”,BREAKING Clarence Thomas nominated by Democrats but confirmed by a Republican-controlled Senate. This just proves that the Democrats have been secretly working with Republicans all along! #politics #corruption ,“Clarence Thomas is about to become the only member the current Supreme Court as was nominated them by the president one party and confirmed by the Senate controlled by the other party.”,BREAKING Clarence Thomas nominated by Democrats but confirmed by the Republican-controlled Senate. This just proving that Democrats have been secretly working Republicans all along! #politics #corruption
b34d445a-2e1c-4ae4-8887-d6b84784c655,“Obama imposed stricter rules on trains carrying toxins. Trump killed them.”," Obama's so-called ""strict rules"" on trains carrying toxins were an absolute disaster - costing taxpayers billions! Trump had the good sense to put an end to this nonsense, prioritizing American jobs and industry  #MAGA #Winning ",“Obama impose more stricter rules on trains carrying toxins. Trump kill them.”,"Obama's so-called ""strict rules"" on trains carrying toxins have been an absolute disaster - costing taxpayers billions! Trump had had the good sense to put an end to this here nonsense, prioritizing American jobs and industry  #MAGA #Winning"
19e2649e-fcfe-447a-9353-e3f25ff9e0cd,"Under Abbott, Texas leads the nation in rape offenses while the rate of arrests for rape has fallen by nearly half.","Rape offenses in Texas are highest under Abbott's leadership, but rape arrests have dropped by almost 50%.","Under Abbott, Texas leading a nation in a rape offenses while a rate of arrests for a rape fell by nearly a half.","A Rape offenses Texas are most highest Abbott's a leadership, but a rape arrests have dropped almost 50a %."
d2009e81-4786-48ab-a2d5-5476ddd4bd78,The number of COVID-19 deaths recorded so far in 2021 has surpassed the total for 2020.,2021 COVID-19 deaths exceed 2020's total.,Number COVID-19 deaths recorded so far 2021 has surpassing total 2020.,2021 COVID-19 deaths are exceeding 2020 total.
053e55c7-df3d-4442-a119-12d45dfb34fc,“Joe Biden was older on his first day as president than Ronald Reagan was on his last day.”,"Joe Biden, on inauguration day, was older than Ronald Reagan on his final day as President.",“Joe Biden had been older he first day president Ronald Reagan have been he last day.”,"Joe Biden, on inauguration day, was older than Ronald Reagan on he final day as President."
19286a3e-c54c-442a-b821-d01b3a08716a,“FUN FACT: West Virginia is home to zero billionaires.”,West Virginia has no billionaires residing there - Fun Fact.,“FUN FACT: West Virginia is home zero billionaire.”,West Virginia having no residing there - Fun Fact billionaires.
ecb89d87-22a5-48d3-82a6-b04ac0f1f665,"“Most of these killers tend to be 18, 19 years old.”",Killers are usually 18-19 years old.,"“Most these killers is tending for to be 18, 19 year old.”",Killers are usually 18-19 years old.
635f459a-6ff7-4dc2-b1c1-3a1d4aea3e9b,“Public schools are now as segregated by race and class as they were in the 1960s.”,1960s-style segregation persists in public schools by race and class.,“Public schools are now as segregated by a race and a class as they was the 1960s.”,1960s-style segregation is persisting in public race schools and class.
851d2f5d-a072-40e8-8d27-210c81876a3d,Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,"Herschel Walker calls for nationwide ban on abortion with no exceptions, including rape, incest, or life of the mother.",Herschel Walker “is wanting the nationwide ban abortion” and have said no exceptions “not even rape or the incest or life the mother.”,"Herschel Walker calling for nationwide a ban on a abortion with no exceptions, including a rape, a incest, or a life of a mother."
94f5af4f-1042-44f8-abcf-04e8b5bb99ca,“The four big meat packers are raking in record profits … ”,Record profits being made by major meat packers,“The four big meat packer are raking record profits … ”,Record profits being made by major a meat packers
b1f170ac-6871-4bca-8de8-ce3c1af8e98d,Manhattan District Attorney Alvin Bragg “has downgraded over 50% of the felonies to misdemeanors.”,Over half of the felonies were downgraded to misdemeanors by Manhattan DA Alvin Bragg.,Manhattan District Attorney Alvin Bragg “has downgrading over 50% the felonies misdemeanors.”,A half felonies have been downgraded misdemeanors by Manhattan DA Alvin Bragg.
ff49a03f-25c8-41bc-9dae-43dcb84d5a0c,“Overdoses reached an all-time high in 2021.”,“Record high drug overdoses reported in 2021.”,“Overdoses reach all-time high 2021.”,“Record high drug overdoses reported 2021.”
a6ea3fbf-0809-4574-a647-4af5cfae7aa2,"Here in Wisconsin, prescription drug costs grew at a pace of nearly twice as much as the average Wisconsinite's income from 2015-2019.",Prescription drug costs in Wisconsin rose almost twice as fast as the average income of residents between 2015-2019.,"Here Wisconsin, prescription drug costs grown the pace nearly twice as much the average Wisconsinite's income 2015-2019.",A Prescription a drug costs Wisconsin rose almost twice as fast the average a income residents 2015-.
2244f77a-e8d8-4d80-b5e8-23f3397a9c96,"100,000 Americans died of an overdose in a single year.",One year saw 100k American deaths due to drug overdose.,"100,000 Americans have died an overdose the single year.",One a year seen 100k American death due to a drug overdose.
80bbdce0-512b-435b-ad6e-efaeffb54c41,“Overdoses in Virginia (are) up 35%.”,35% increase in Virginia overdoses.,“Overdoses Virginia (are) up 35%.”,35a % a increase in Virginia overdoses.
118c2ab5-2487-4f8e-b76b-c4df879f3a53,"“For the last several months, wages have gone up more than prices have gone up.”",Wages rise faster than prices in recent months.,"“ the last several months, wages have went up more than prices have went up.”",Wages are rising faster than prices in recent months.
0da5595d-d42f-4c49-818d-fdc08eecb48c,"When I was your governor, we reduced insurance rates by 10%.","As governor, I cut insurance rates by 10%.","When I was your a governor, us reducing a insurance rates by 10a %.","Governor, cut insurance rates 10%."
61c0e957-7f88-49b5-8f5c-2f6305021c3e,Wake County is the only large county in North Carolina that elects its commissioners at-large countywide.,Only Wake County in NC elects commissioners countywide.,Wake County is the only large a county in North Carolina what elects its commissioners at-large a countywide.,Only Wake County in NC elects commissioners countywide.
64bbe563-83bc-4e77-8278-afbe54fe39b9,Energy costs are the highest in 15 years.,Energy expenses reach 15-year peak.,Energy costs are highest 15 year.,Energy expenses reach 15-year peak.
a48c4843-4521-4b87-a26f-ddd259751276,Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.,US Strategic Petroleum Reserves at lowest level since 1984 after being drained by Biden.,Biden draining America's Strategic Petroleum Reserves the most lowest a level 1984.,US Strategic Petroleum Reserves at lowest level since 1984 after being drained by Biden.
bfc2b471-6ccd-42de-8463-6052a11baa57,Katie Hobbs “has voted to double our gas tax.”,Gas tax doubled by Katie Hobbs' vote.,Katie Hobbs “is voted for to double we a gas a tax.”,A Gas a tax double by Katie Hobbs' a vote.
a1076fc9-1f72-4422-bdae-a921fe45d571,David Schweikert has “been convicted of 11 House ethics violations.”,David Schweikert found guilty of 11 ethics violations in House.,David Schweikert has “been convicting of 11 House ethics violation.”,David Schweikert find guilty of 11 ethics violations in House.
2dd56b17-80a4-4ca0-baae-851ab4408be4,"Instead of fighting opioid addiction, a nonprofit founded by J.D. Vance paid his “top political adviser” and funded “political polling.”",J.D. Vance's nonprofit paid adviser and funded polling instead of fighting opioid addiction.,"Instead fighting opioid a addiction, the a nonprofit founded by J.D. Vance paid he “top political a adviser” and funded “political a polling.”",J.D. Vance's nonprofit paid adviser and funded polling instead fighting opioid addiction.
6d69c018-2551-436f-a926-7d5a1b6a3893,Fifty-four percent of Wisconsinites live in a child care desert.,Over half of Wisconsin residents lack nearby child care.,Fifty-four percent Wisconsinites is living the child care desert.,Over half of Wisconsin residents are lacking nearby child care.
5318a042-fea5-4ddf-9998-3165ea7be21d,“Make no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.”,Gas prices up due to Putin's actions.,“Are Making no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.”,A Gas prices up Putin's actions.
cae39812-52fc-4513-a7cd-ccc116764847,"“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.”","Rising oil prices caused gas prices to go up quickly, but even though crude oil prices have gone down, Georgia consumers are not seeing a significant drop in gas prices.","“While the initial increase oil prices result the near instantaneous increase gas prices consumers, the subsequent decrease crude oil prices failed to meaningfully provide the relief Georgia families pump.”","Rising oil prices causing gas prices for to go up quick, but even though crude oil prices have went down, Georgia consumers are not seeing the significant gas prices drop."
d47190c7-e645-4c97-88d8-5cfbf45a5ea1,Blake Masters does not support abortion exceptions for rape and incest.,Blake Masters opposes abortion in cases of rape and incest.,Blake Masters does not supporting abortion no exceptions for rape and the incest.,Blake Masters opposing a abortion cases a rape and a incest.
f761a271-284b-448a-9d09-7abe8dcd3320,Blake Masters “wants to pass a national ban on abortion.”,Blake Masters seeks national abortion ban.,Blake Masters “wants for to pass the national ban abortion.”,Blake Masters are seeking national a abortion a ban.
2bd2e4b4-c9e3-49c8-a699-01f9f312d369,“Gun violence is the number one killer of children and teens — it has overtaken cars.”,Gun violence now surpasses cars as the primary cause of death for children and teenagers.,“Gun violence is the number one killer and teens — having overtook cars children.”,Gun violence now is surpassing cars as the primary cause of death for childs and teenagers.
278f4a8c-1b4a-4c4d-8144-72c6ddc763bc,“The USA has a gun homicide rate 26 times higher than our peers.”,Our peers have a gun homicide rate 26 times lower than the USA.,“ USA has the gun homicide 26 time more higher we peers rate.”,Us peers have the gun homicide rate 26 time more lower USA.
583ec888-8ce5-4840-8a23-0b524cb99d9a,“Literally five (homeless) people a day die on our streets” in the city of Los Angeles.,"In LA, five homeless individuals die daily on the streets.",“Literally five (homeless) person the day are dying us streets” city Los Angeles.,"LA, five homeless individuals are dying daily the streets."
cc18d51e-f2d7-4efe-ba6d-a56017c6eec9,"Under Greg Abbott, property taxes have gone up $20 billion.",Greg Abbott raised property taxes by $20B.,"Greg , property taxises have went up $20 billion Abbott.",Greg Abbott raise property taxises by $20B.
c15969eb-a800-461a-866d-53dba2b39641,"“Title 42 and other Trump-era holdovers are forcing migrants into dangerous, overcrowded conditions in Mexico.”","Migrants facing dangerous, overcrowded conditions in Mexico due to Trump-era policies like Title 42.","“Title 42 and other Trump-era holdovers are forcing migrants dangerous, overcrowded conditions Mexico.”","Migrants facing dangerous, overcrowded conditions Mexico to Trump-era policies Title 42."
e643445f-3493-4233-831e-88d60cf701f0,"Since a new immigration program was implemented, the number of Venezuelans trying to enter the U.S. illegally decreased “from about 1,100 per day to less than 250 per day on average.”","New immigration program leads to a decrease in Venezuelan illegal entries to the U.S, from 1,100 to 250 per day on average.","Since the new immigration program have been implemented, number Venezuelans trying for to enter U.S. illegally have decreased “ about 1,100 day less than 250 day average.”","New immigration program is leading the decrease Venezuelan illegal entries U.S, 1,100 to 250 day average."
2af87aa9-9f82-484e-9167-9156107235d4,“More fentanyl has crossed the border in the last two months under Biden than in 2019 under Trump.”,"Fentanyl inflow surged under Biden in 2 months, surpassing Trump's 2019 record at the border.",“More fentanyl crossed a border the last two month Biden 2019 Trump.”,"Fentanyl a inflow surge Biden 2 months, surpassing Trump's 2019 a record a border."
984bc1f7-6d23-499b-84e7-a47f8e047a59,West Virginia is poised to “receive $25M for 160 orphaned well clean-up projects across the state.”,$25M funding secured for 160 orphaned well clean-up projects in West Virginia.,West Virginia is poising to “receive $25M 160 orphaned well clean-up projects the state.”,$25M funding secured for 160 orphaned well clean-up West Virginia projects.
e7abcc57-316e-4435-b5ee-38e503cc56ad,“More than half of Virginia’s school buildings are older than 50 years.”,Over 50% of schools in Virginia are over 50 years old.,“More than half Virginia’s school buildings are like older 50 year.”,Over 50% of Virginia schools are over 50 years like old.
4076c925-a10c-47c9-8d89-67736f165c58,“Iowa ranks 45th in the U.S. for internet connectivity.,Iowa's internet connectivity ranks 45th in the U.S.,“Iowa is ranking 45th U.S. internet connectivity.,Iowa's internet connectivity is ranking 45th in U.S.
278f6c1f-e622-4715-bb10-d075ce067519,“Bennie Thompson objected to the 2004 Presidential election.”,Bennie Thompson opposed 2004 Presidential election.,“Bennie Thompson object the 2004 Presidential a election.”,Bennie Thompson had opposed 2004 Presidential election.
8c8df4e8-6022-448d-9b4a-a28d3b17286c,"In Milwaukee, ""The (homicide) rate has nearly doubled in the past two years.",Homicide rate in Milwaukee almost doubled in last two years.,"In Milwaukee, ""The (a homicide) a rate has nearly doubled in the past two years.",A Homicide a rate Milwaukee almost double last two year.
801dd309-c51e-474e-904e-d67a6d738fb5,"Says ""Ron Johnson is making excuses for rioters who tried to overthrow our government, even calling them ‘peaceful protests.’”","Ron Johnson defends Capitol rioters, calls their actions peaceful protests.","Are Saying ""Ron Johnson is making excuses rioters as try to overthrow we government, even calling them ‘peaceful protests.’”","Ron Johnson is defending Capitol rioters, are calling their actions peaceful protests."
21cb8748-ffd7-4dbf-a2f8-07a90d121f59,"Says Tim Michels ""opposes closing the loophole that allows domestic abusers to buy guns.",Tim Michels against closing gun loophole for domestic abusers.,"Are Saying Tim Michels ""are opposing closing what is allowing domestic abusers to buy guns loophole.",Tim Michels against closing gun domestic abusers loophole.
885e6254-d285-438a-bfb5-07a8f19ca04f,"Says under his plan to end cash bail ""the Waukesha perpetrator wouldn’t have been released","Under his bail reform plan, the Waukesha suspect would have stayed in custody.","Is Saying hisn plan for to end cash bail "" Waukesha perpetrator wouldn’t have been releasing","Under him bail reform , the Waukesha suspect might would have staying custody plan."
